source,target
138.61531,138.61533
138.64472,138.65111
138.64471,138.64472
138.64471,138.64611
138.64611,140.60133
138.61531,140.60133
138.61531,138.61532
138.61532,138.61533
138.64472,138.64611
138.64471,138.65111
138.60841,138.61531
138.60841,138.61533
138.61533,138.65111
138.64563,138.65111
138.61533,138.64563
138.62162,138.64472
138.61533,138.64472
138.61533,138.62162
138.62162,138.65111
138.62162,138.64471
138.65111,140.60133
138.60841,138.64613
138.60092,138.64613
138.60092,138.60093
138.60093,138.64551
138.64551,138.64553
138.64553,139.61362
139.60962,139.61362
138.60971,139.60962
138.60971,139.62152
138.60093,138.60971
138.60093,138.64553
138.64553,145.61653
138.64853,145.61653
138.64803,138.64853
138.60972,138.64803
138.60971,138.60972
138.60093,138.60972
138.60093,138.64803
138.60971,138.64803
138.60093,138.64853
138.60971,138.64853
138.60971,138.64833
138.60093,138.64833
138.60973,138.64853
138.60971,138.60973
138.60093,138.60973
138.60973,138.64803
138.60093,139.62152
138.60851,139.62152
138.64831,138.64853
138.64831,138.64832
138.60673,138.64832
138.60673,138.60972
138.60101,138.60972
138.60101,138.62383
138.62381,138.62383
138.60323,138.62381
138.60323,138.62382
138.62382,138.64823
138.64822,138.64823
138.64822,139.60171
139.60171,139.60173
138.61432,139.60173
138.60852,138.61432
138.60852,139.60951
139.60173,139.60951
139.60951,140.60441
139.60172,139.60951
139.60172,140.60441
140.60441,140.61263
139.60172,140.61263
138.60463,139.60172
138.60463,140.60441
139.60951,140.61263
140.60441,5119.40332
5123.40473,5123.61571
5123.40352,5123.40473
5119.46361,5123.42212
5119.46361,5123.61571
5119.40792,5123.40352
5123.40352,5123.42213
5113.40462,5123.40761
5119.60292,5123.42213
5119.40331,5119.43641
5113.40462,5123.40352
5119.46361,5123.40761
5119.40792,5123.40762
5123.40761,5123.61573
5123.40861,5123.48321
5123.40861,5123.42252
5123.40821,5123.42252
5123.40821,5123.40862
5123.40862,5123.42252
5119.43031,5123.40863
5119.60292,5123.42212
5123.40352,5123.40771
5123.40422,5123.40771
5119.46361,5123.40473
5119.46361,5123.40352
5119.40332,5123.42212
5119.40811,5119.43031
5119.40792,5123.40763
5123.40352,5123.48732
5123.40773,5123.42133
5123.42123,5123.42132
5111.60883,5123.48541
5111.40543,5111.60883
5111.40543,5123.42122
5111.40543,5123.48541
5123.48541,5145.42351
5123.42122,5145.42351
5111.60883,5123.42222
5111.40543,5123.42222
5111.60883,5123.42122
4251.06102,5111.40543
4251.06102,4251.06352
4251.06251,4251.06352
4251.06053,4251.06102
4251.06051,4251.06053
4251.06051,4251.07402
4251.07401,4251.07402
4251.07401,4251.07803
4251.07762,4251.07803
4251.07761,4251.07762
4251.07732,4251.07761
4251.07732,4251.07733
4251.07652,4251.07733
4251.07652,4251.07853
4251.07472,4251.07853
4251.07472,4251.07691
4251.07691,4251.07853
4251.07483,4251.07853
4251.07442,4251.07853
4251.07442,4251.07453
4251.07453,4251.07541
4251.07541,4251.07782
4251.07453,4251.07782
4251.07353,4251.07782
4251.07353,4251.07453
4251.06013,4251.07353
4251.07642,4251.07652
4251.07493,4251.07642
4251.07641,4251.07642
4251.07503,4251.07642
4251.07493,4251.07503
4251.07641,4251.07643
4251.07481,4251.07641
4251.07481,4251.07622
4251.07481,4251.07651
4251.07641,4251.07651
4251.07643,4251.07651
4251.07652,4251.07711
4251.07731,4251.07732
4251.07502,4251.07731
4251.07502,4251.07503
4251.07493,4251.07731
4251.07503,4251.07731
4251.07503,4251.07761
4251.07731,4251.07733
4251.07732,4251.07763
4251.07761,4251.07763
4251.07711,4251.07713
4251.07692,4251.07713
4251.07692,4251.07693
4251.07691,4251.07693
4251.07442,4251.07483
4251.07442,4251.07541
4251.07461,4251.07782
4251.06013,4251.07453
4251.07462,4251.07782
4251.06091,4251.07462
4251.06091,4251.06092
4251.06081,4251.06092
4251.06081,4251.06361
4251.06012,4251.06361
4251.06012,4251.06023
4251.06022,4251.06023
4251.06022,4251.06633
4251.06151,4251.06633
4251.06151,4251.06232
4251.06232,4251.06633
4251.06231,4251.06232
4251.06231,4251.06263
4251.06263,4251.06472
4251.06421,4251.06472
4251.06421,4251.06433
4251.06433,4251.06562
4251.06562,4251.06603
4251.06011,4251.06603
4251.06261,4251.06603
4251.06261,4251.06472
4251.06201,4251.06472
4251.06201,4251.06421
4251.06421,4251.06633
4251.06201,4251.06633
4251.06421,4251.06482
4251.06232,4251.06482
4251.06232,4251.06421
4251.06472,4251.06482
4251.06421,4251.06673
4251.06143,4251.06421
4251.06143,4251.06482
4251.06201,4251.06482
4251.06482,4251.06633
4251.06171,4251.06482
4251.06261,4251.06633
4251.06231,4251.06603
4251.06022,4251.06151
4251.06023,4251.06092
4251.06091,4251.07272
4251.07272,4251.07462
4251.07272,4251.07782
4251.07543,4251.07782
4251.06102,4251.06662
4251.06053,4251.06401
4251.06401,4251.07753
4251.07502,4251.07753
4251.07502,4301.07322
4251.06201,4301.07322
4251.06201,4351.08183
4351.08183,5133.41011
5111.40542,5133.41011
5111.40542,5123.42122
5123.42121,5123.46172
5123.42122,5123.42221
5123.42221,5123.42222
5123.42123,5123.42222
5123.48001,5123.60841
5123.42131,5123.46172
5123.42131,5123.46173
5123.46172,5123.46173
5123.60841,5123.61571
5123.40823,5123.40862
5123.40823,5123.40861
5123.48461,5123.48462
5119.60292,5123.40823
5119.42161,5119.48431
5119.40793,5123.42223
5123.40483,5123.42223
5119.40793,5123.40483
5111.40503,5119.40793
5111.40503,5119.40783
5119.40783,5119.40812
5119.40781,5119.40812
5119.40781,5119.40813
5119.40793,5119.40813
5119.48421,5133.42751
5119.40782,5119.48421
5119.48421,5123.40983
5123.40983,5133.42751
5133.42751,5145.30031
5119.48421,5145.30031
5119.48421,5133.60051
5119.42161,5133.60051
5119.48421,5123.42152
5119.42161,5123.40983
5119.42161,5123.60132
5123.40983,5123.60133
5119.42161,5123.60133
5119.42161,5119.42721
5119.40782,5119.42721
5119.40782,5133.44141
5133.43711,5133.44141
5133.42751,5133.43711
5133.42751,5133.46313
5123.60133,5133.46313
5123.60133,5133.43711
5133.41041,5133.43711
5123.42153,5133.42751
5123.42153,5133.60051
5119.42161,5123.42153
5119.42161,5133.46313
5123.40983,5133.46313
5123.40983,5133.60051
5133.46313,5133.60051
5119.42163,5133.46313
5119.42163,5133.42751
5133.42751,5133.60051
5119.46361,5133.60051
5119.46361,5133.44141
5123.40983,5133.44141
5123.40983,5133.46071
5119.42161,5133.46071
5119.42161,5119.42163
5133.42751,5133.44141
5123.60133,5133.44141
5123.60133,5133.42751
5133.42751,5133.46071
5119.42163,5133.43711
5119.48421,5133.43711
5119.48421,5133.44141
5119.42161,5119.46062
5119.46062,5123.40983
5119.40783,5133.42751
5119.40813,5133.42751
5119.40783,5133.43711
5119.42161,5133.43711
5119.40782,5133.40991
5119.42161,5133.40991
5119.40781,5119.42161
5119.40781,5119.48421
5119.40783,5119.48421
5119.40783,5123.60133
5123.42153,5123.60133
5119.42161,5133.44141
5119.40782,5133.60051
5119.46361,5119.48421
5113.41752,5119.42161
5113.41752,5133.42751
5131.46151,5133.42751
5131.43851,5133.44141
5123.60133,5131.43851
5123.60133,5133.60051
5113.41752,5133.60051
5113.41752,5119.40783
5119.40783,5123.42223
5119.40811,5119.48442
5119.40812,5119.48442
5119.40783,5119.43571
5119.40782,5123.42223
5123.42223,5123.48061
5123.48061,5123.48071
5123.48071,5123.48091
5123.42132,5123.48091
5123.42132,5123.42221
5123.42123,5123.42221
5123.42121,5123.42221
5119.40332,5119.43033
5123.40763,5131.43861
5123.40821,5123.40853
5123.40821,5123.40851
5123.40851,5123.42223
5123.42221,5123.42223
5123.40832,5123.42221
5111.40522,5123.42123
5111.40522,5123.40832
5123.40772,5123.40832
5123.40832,5123.42123
5123.40831,5123.42123
5123.40831,5123.42221
5123.40831,5123.40832
5123.40831,5123.42132
5123.42123,5123.60131
5123.42223,5123.60131
5123.40772,5123.42123
5123.40832,5123.42132
5123.40832,5123.42223
5123.40832,5123.60131
5123.40772,5123.61572
5123.40353,5131.43851
5123.40762,5123.42253
5119.60292,5123.40763
5119.40813,5123.40763
5119.40782,5123.40822
5123.42131,5123.42221
5123.42122,10107.13612
10107.13612,10107.2217
10107.2217,10107.22172
10107.10561,10107.2217
10107.10562,10107.2217
10107.10561,10107.10562
10107.1056,10107.10561
10107.1056,10107.1057
10107.1057,10107.10572
10107.1057,10107.10571
10107.10502,10107.10571
10107.10501,10107.10502
10107.10501,10107.10931
10107.10501,10107.13102
10107.11731,10107.13102
10107.10371,10107.13102
10107.1024,10107.10371
10107.1024,10107.10241
10107.10241,10107.1375
10107.10162,10107.1375
10107.10162,10107.13751
10107.10862,10107.13751
10107.10092,10107.10862
10107.10091,10107.10092
10107.10091,10134.10832
10134.10831,10134.10832
10134.1006,10134.10831
10134.1006,10134.10061
10134.10042,10134.10061
10134.10011,10134.10042
10134.10011,10134.10022
10134.10022,10134.10032
10134.10011,10134.10032
10134.10032,10134.10042
10134.1002,10134.10032
10134.1002,10134.10042
10134.10011,10134.1002
10134.10011,10134.1143
10134.10042,10134.1143
10134.1002,10134.10031
10134.10031,10134.11062
10134.1106,10134.11062
10134.1106,10134.1108
10102.10132,10134.1108
10102.10132,10102.10322
10102.10121,10102.10132
10102.10121,10102.11922
10102.1192,10102.11922
10102.1192,10102.11961
10102.10322,10102.1192
10102.10201,10102.10322
10102.10322,10102.11961
10102.10201,10102.1192
10102.10121,10102.10322
10102.1012,10102.11961
10102.1012,10102.10322
10102.10121,10102.1192
10102.1012,10102.1192
10102.1012,10102.10121
10102.10322,10102.11921
10102.1192,10102.11921
10102.10121,10102.11961
10102.10322,10102.1149
10102.1149,10102.11921
10102.10201,10102.11961
10102.10132,10102.11492
10102.11492,10134.1108
10134.1106,10134.11082
10134.1106,10134.11591
10134.11062,10134.11591
10134.10031,10134.10032
10101.1105,10134.1002
10101.1105,10134.10042
10134.10022,10134.10042
10134.1002,10134.10022
10134.10032,10134.1143
10134.1002,10134.1143
10101.1105,10134.1143
10134.10022,10134.1143
10101.1105,10101.11761
10101.11761,10134.1002
5119.40333,10134.10032
5123.40771,5123.40773
5123.40773,5123.40822
5133.41001,5133.60251
5133.41001,5133.41002
5133.61211,5133.61212
5133.61212,5133.61213
5133.43661,5133.61213
5133.40992,5133.43661
5133.41021,5133.43661
5133.41021,5133.41023
5133.41022,5133.41023
5133.41022,5145.43723
5145.43722,5145.43723
5145.43673,5145.43722
5145.42383,5145.43673
5145.40911,5145.42383
5145.40911,5145.40913
5145.40913,5145.44201
5145.44201,5145.44202
5145.42391,5145.44202
5145.42391,5145.45513
5145.45513,5145.45542
5145.45542,5145.45543
5145.45541,5145.45542
5145.42373,5145.45541
5145.42371,5145.42373
5145.42371,5145.42383
5145.42383,5145.45233
5145.42381,5145.45233
5145.45232,5145.45233
5145.30023,5145.45232
5145.30022,5145.30023
5145.30022,5145.30033
5145.30032,5145.30033
5145.30032,5145.30051
5145.30051,5145.30053
5145.30052,5145.30053
5145.30052,5147.30061
5147.30061,5147.30063
5147.30062,5147.30063
5147.30062,5147.30081
5147.30081,5147.30083
5147.30083,5147.30091
5147.30091,5147.30092
5147.30092,5147.30111
5147.30111,5147.30112
5147.30112,5147.35333
5147.35333,5147.35341
5147.30112,5147.35341
5147.35331,5147.35333
5147.35331,5147.35332
5147.35332,20143.35351
5147.35323,20143.35351
20143.35351,20143.35352
20143.35352,20143.37671
20143.37671,20143.37672
20143.35313,20143.37672
20143.35312,20143.35313
20143.35301,20143.35312
20143.35301,20143.35303
20143.35302,20143.35303
20143.35291,20143.35302
20143.35291,20143.35293
20143.35292,20143.35293
20143.35292,20143.35603
20143.35232,20143.35603
20143.35291,20143.35292
20143.35232,20143.35292
20143.35232,20143.35601
20143.35292,20143.35601
20143.35292,20143.35771
20143.35232,20143.35771
20143.35293,20143.35302
20143.35311,20143.35313
5147.30082,5147.30111
5147.30082,5147.30083
5147.30062,5147.30083
5145.30052,5147.30063
5145.30053,5147.30063
5145.30032,5147.30063
5145.42381,5145.42383
5145.45331,5145.45542
5145.40911,5145.40912
5145.40912,5145.43672
5145.43672,5145.43673
5145.42383,5145.43672
5145.42353,5145.42383
5145.42353,5145.43673
5133.41023,5145.43723
5133.41023,5133.43661
5133.41001,5133.60253
5119.43031,5119.48431
5119.40781,5133.43711
5119.40813,5133.43711
5131.46151,5133.43711
5119.42161,5131.46151
5119.40783,5119.48442
5119.40781,5119.48442
5119.40783,5131.46151
5119.40813,5131.46151
5119.40813,5123.40983
5123.40983,5131.46151
5119.40783,5123.42153
5119.40781,5119.40783
5119.40811,5133.46071
5119.48442,5133.60253
5119.40813,5133.60253
5119.42161,5133.42751
5133.42751,5133.60253
5123.40983,5133.60253
5119.40783,5133.60253
5133.46313,5133.60253
5133.44141,5133.46313
5133.44141,5133.60253
5119.40813,5133.46313
5119.40812,5133.42751
5119.40783,5123.44152
5119.40813,5123.44152
5119.40783,5123.40483
5119.40812,5119.40813
5119.43031,5123.40763
5131.40872,5131.46133
5131.43022,5131.46133
5131.42113,5131.43022
5131.41121,5131.43102
5131.41121,5131.41191
5131.42431,5131.46461
5131.43843,5131.45652
5131.41181,5131.43843
5131.41181,5131.41183
5131.41183,48017.43831
48017.43831,48017.43833
48017.42411,48017.43833
48017.42411,48017.42413
48017.42413,48017.42462
48017.41291,48017.42462
48017.41321,48017.41322
48017.41291,48017.41322
48017.41292,48017.41322
48017.41292,48017.45141
48017.43901,48017.45141
48017.43901,48017.43903
48017.43903,48017.45141
48017.42463,48017.45141
48017.42462,48017.42463
5131.43842,5131.43843
5131.42433,5131.45653
5113.40382,5131.42433
5113.40381,5113.40382
5113.40373,5113.40381
5113.40371,5113.40373
5113.40371,5113.40413
5113.40411,5113.40413
5113.41702,5113.41793
5113.43123,5113.43633
5113.41463,5113.43123
5119.43031,5119.46361
5113.43781,5119.40332
5119.40332,5131.43851
5123.40351,5123.40771
5123.40351,5123.40831
5119.40332,5123.40831
5123.40351,5123.61571
5119.40331,5123.40353
5123.40353,5133.43661
5123.40352,5131.42301
5123.61571,5131.42301
5119.60241,5123.40352
5119.60241,5123.40353
5123.40353,5123.40831
5119.40813,5123.40831
5119.40813,5123.40352
5123.40353,5131.42301
5123.40351,5131.42301
5123.40841,5123.61571
5123.40352,5123.40841
5119.46361,5119.60141
5119.60141,5119.60241
5119.60241,5131.42301
5119.46361,5123.40351
5119.40813,5123.61571
5123.40831,5123.40841
5123.40352,5123.40831
5113.40462,5123.40351
5113.40462,5123.61571
5123.42251,5123.48151
5119.40791,5119.40811
5113.41803,5113.43781
5119.42171,5119.43032
5119.42171,5123.40351
5119.40332,5123.40761
5119.40803,5123.40352
5113.41802,5119.40803
5113.41802,5123.44152
5119.40332,5119.40803
5119.40342,5119.40803
5119.40342,5123.40352
5119.43032,5123.48321
5119.40792,5123.40861
5123.48471,5123.48472
5123.40862,5123.48472
5119.40781,5123.40862
5119.40891,5119.43031
5123.40821,5123.40861
5123.40821,5123.48461
5119.48431,5131.43861
5119.40342,5119.43031
5119.60293,5131.46132
5131.46131,5131.46132
5131.46131,5131.46133
5131.40873,5131.43102
5131.40873,5131.40901
5131.40901,5131.43102
5131.40903,5131.43102
5131.40901,5131.40903
5131.42113,5131.43102
5113.43611,5131.42113
5113.43611,5113.43612
5113.43612,5131.40903
5131.40903,5131.43853
5131.40903,5131.42113
5131.43102,5131.43853
5113.43611,5131.43853
5113.43611,5131.40901
5113.43611,5131.40903
5131.40873,5131.43853
5131.40873,5131.40903
5113.43611,5131.43102
5113.43611,5131.40873
5131.43022,5131.46131
5119.60293,5131.43022
5119.40313,5119.43033
5123.40773,5123.61572
5123.40843,5123.40852
5123.40851,5123.40852
5123.40832,5123.40852
5123.40852,5123.42223
5123.42223,5123.48091
5131.41121,5131.43023
5131.41121,5131.41193
5131.41193,5131.42432
48017.41321,48017.42443
48017.44072,48017.46103
48017.44072,48051.47592
48051.47201,48051.47592
48051.41212,48051.41241
48051.41241,48051.49271
48051.41241,48051.47653
18402.61722,18402.64271
18401.60572,18401.60593
31801.60493,31801.64201
31801.63043,31801.64201
31801.60022,31801.60203
32138.61922,32138.64523
32138.63252,32138.64523
32138.62411,32138.64101
32136.20551,32136.20552
32136.20541,32136.20552
32136.20411,32136.20541
32136.20271,32136.20411
32136.20272,32136.20273
32136.20273,32136.20292
32136.20252,32136.20272
52224.20172,52244.22398
52208.15691,52208.15861
52208.15691,52208.15693
32147.15992,52208.15693
32147.15991,32147.15992
32147.15991,32147.15993
32147.15993,32147.23083
32147.15932,32147.23083
32147.15932,32147.15933
32147.15933,32147.19101
32110.15673,32147.19101
32110.15673,32110.19283
32110.16272,32110.19283
32110.16272,32110.16273
32110.16273,52239.22082
32110.17631,52239.22082
32110.17631,32168.34042
32168.34042,32168.34043
32168.34041,32168.34043
32168.31253,32168.34041
32168.31253,32168.34051
32168.34051,32168.34053
32168.31061,32168.34053
32168.31061,32168.31063
32168.31063,32168.34022
32168.34022,32168.34023
32168.30842,32168.34023
32168.30842,32168.31066
32168.30842,32168.31063
32168.31063,32168.34053
32168.34022,32168.34053
32168.34023,32168.34053
32168.31063,32168.31066
32168.34022,32173.34061
32173.32221,32173.34061
32168.31063,32173.32221
32168.34051,32168.34052
32168.34053,32173.34061
32168.33443,32168.34051
32168.31253,32173.34002
32168.34051,32173.34002
32168.31061,32173.34061
32168.31066,32168.34053
32168.34043,32168.34051
32168.31251,32168.34042
32168.31251,32168.31254
32168.31251,32168.34043
32108.19371,32168.34042
32108.19371,32110.16273
32110.15653,32110.16273
32110.15652,32110.15653
32110.15652,32110.17631
32110.17631,32110.17633
32108.19371,32110.17633
32108.19371,32108.19373
32108.19373,32108.31733
32108.15201,32108.31733
32108.15203,32108.31733
32107.15141,32108.31733
32169.34071,52229.15071
32146.10389,32169.34071
32146.10388,32146.10389
32146.10388,32146.14901
32146.14901,32146.14903
32146.10531,32146.14903
32146.10531,32146.10533
32146.10533,32146.13161
32146.13161,52243.12419
32146.13041,52243.12419
32146.13041,32146.13042
32146.13042,52243.12418
52243.10691,52243.12418
52243.10691,52243.13473
52243.13472,52243.13473
52243.10691,52243.13472
52243.10691,52243.14083
32109.14892,52243.10691
32109.14892,52243.10142
52243.10142,52243.10143
52243.10142,52243.10691
52243.14082,52243.14083
52243.13463,52243.14082
52243.13463,52243.14083
52243.13051,52243.14083
52243.13051,52243.13463
52243.13051,52243.14082
52243.10141,52243.14083
52243.10691,52243.14082
52243.10691,52243.10692
52243.12418,52243.12419
32146.13042,52243.12419
32146.13041,32146.13161
52243.10142,52243.12418
32146.13041,52243.10142
32146.10831,32146.13042
32146.10623,32146.10831
32146.10622,32146.10623
32146.10101,32146.10622
32146.10101,32146.10102
32104.10441,32146.10102
32104.10441,32104.10442
32104.10442,32104.13601
32104.13571,32104.13601
32104.13571,32104.13573
32104.13531,32104.13573
32104.10171,32104.13531
32104.10172,32104.13563
32104.13562,32104.13563
32104.13563,32104.15132
32102.11583,32102.12313
32102.11551,32102.12313
32102.11551,32102.11552
32102.11552,32102.14192
32102.14133,32102.14192
32102.11471,32102.14133
32102.11471,32102.11472
32102.11472,32102.11711
32102.11711,32102.14543
32102.14542,32102.14543
32102.12233,32102.14542
32102.12232,32102.12233
32102.12231,32102.12232
32102.12231,32102.14137
32102.14132,32102.14137
32102.14131,32102.14132
32102.10283,32102.14131
32102.10283,32102.14979
32102.10281,32102.10283
32102.10063,32102.10281
32102.10063,32102.11662
32102.11661,32102.13303
32102.11661,32102.11662
32102.11662,32104.13652
32104.13067,32104.13652
32104.13241,32104.13652
32104.13241,32104.13242
32104.13242,32104.13243
32104.13243,32104.14181
32104.14181,32104.14182
32104.13542,32104.14182
32104.10502,32104.13542
32104.13541,32104.13542
32104.13541,32104.13543
32104.10502,32104.13543
32104.10501,32104.10502
32104.10501,32104.14341
32104.13542,32104.13543
32104.10182,32104.13543
32104.10183,32104.14361
32104.14361,32104.14363
32104.13108,32104.14363
32104.13107,32104.13108
32104.13107,32104.13201
32104.13201,32104.14463
32104.14461,32104.14463
32109.10413,32109.15352
32109.14272,32109.15351
32109.14271,32109.14272
32109.14271,52243.15052
32109.14271,52243.15051
52243.10692,52243.15051
52243.10142,52243.14083
52243.10142,52243.12419
32146.10532,32146.13161
32146.10532,32146.10562
32146.10561,32146.10562
32146.10552,32146.10561
32146.10552,32146.18093
32146.1501,32146.18093
32146.1501,32146.18091
32146.16053,32146.18091
32146.16053,52229.18033
52229.18031,52229.18033
32110.19282,32110.19283
32110.15673,32110.19282
32110.15673,32110.22749
32110.22748,32110.22749
32110.22748,32147.15599
32147.15599,32147.19103
32147.19101,32147.19103
32147.15932,32147.15993
52208.15692,52208.15693
52208.15692,52208.15861
32138.60011,32138.63681
32138.63682,32138.64101
32138.60092,32138.62901
31801.60203,31801.60822
18401.60541,18401.60552
18403.63533,18403.64251
18403.62613,18403.63533
18403.61421,18403.61423
48051.47152,48051.47153
48051.47151,48051.47152
48051.47143,48051.47151
48051.47133,48051.47572
48051.47131,48051.47572
48051.41212,48051.49271
48051.42681,48051.47202
48051.47202,48051.47203
48017.46103,48051.47201
48017.40073,48017.46103
48017.40062,48017.40073
48017.40072,48017.47312
5131.41123,48017.42442
5131.41123,5131.43023
5131.43022,5131.43023
5119.40312,5119.40803
5123.40762,5123.40861
5123.40761,5123.40863
5123.40762,5123.48732
5123.40772,5123.60842
5123.60841,5123.60842
5123.40831,5123.60842
5123.60842,5123.60843
5123.40762,5123.40773
5119.40801,5119.40802
5119.40802,5119.42171
5119.48431,5119.60241
5119.40332,5119.48431
5119.40783,5119.46361
5119.43032,5123.40861
5123.48131,5123.60843
5123.40842,5123.40843
5123.40833,5123.40843
5123.40832,5123.40833
5123.40842,5123.60842
5113.40462,5119.40332
5113.40462,5123.40422
5119.40793,5123.40422
5113.40462,5119.40793
5123.40772,5123.40851
5123.40852,5123.40853
5123.40852,5123.60131
5123.40832,5123.40851
5123.40833,5123.40852
5123.40773,5123.40832
5119.40812,5119.48721
5119.40802,5119.60241
5119.40802,5119.40813
5119.42161,5119.48432
5119.43032,5123.40352
5119.40341,5119.60293
5131.44573,48017.42442
48017.40062,48017.47312
48017.40062,48017.40112
48017.40112,48051.47201
48051.41241,48051.49272
18403.63033,18403.65151
18403.63033,18403.64131
18402.60603,18402.62763
31801.60218,31801.60222
31801.60218,31801.60219
31801.60211,31801.60219
31801.60212,31801.60223
31801.60201,31801.60223
31801.60181,31801.60203
32138.62893,32138.64101
32138.60053,32138.62413
52224.20022,52224.22698
52208.22378,52208.22637
52208.22637,52208.22638
52208.17201,52208.22638
52208.15862,52208.17201
32147.15931,32147.15993
32147.15931,32147.15932
32110.19171,32147.15599
32110.19171,32110.19173
32110.19173,32110.22748
32110.15653,32168.34042
32168.31032,32168.34041
32168.31032,32168.31033
32168.31033,32168.32202
32168.32202,32168.32203
32168.30421,32168.32203
32168.30422,32168.32203
32168.30422,32168.30423
32168.30423,32168.31061
32168.31061,32168.31065
32168.31065,32173.34061
32173.34061,32173.34063
32173.34063,32173.34343
32173.34181,32173.34343
32173.34181,32173.34182
32173.34182,32173.34183
32173.31212,32173.34183
32173.31003,32173.31212
32169.30391,32173.31212
32169.30391,32169.34083
32169.30921,32169.34083
32169.30921,32169.30922
32169.30922,32174.34932
32174.30982,32174.34932
32174.30982,32174.34211
32174.31121,32174.34211
32174.31121,32174.31123
32174.31123,32174.34212
32174.33103,32174.34212
32159.31101,32174.33103
32159.33373,32163.31561
32163.31561,32163.31562
32163.31562,32163.31563
32163.31193,32163.31563
32163.31191,32163.31193
32163.31193,32163.31421
32163.31421,32163.45023
32163.45023,32163.45091
32163.45091,32163.45093
32162.45101,32163.45093
32162.45102,32162.45111
32162.45143,34622.01481
34622.16931,34622.16933
34622.01443,34622.19861
34622.08151,34622.08192
34622.08151,34622.08152
34622.08132,34622.08152
34622.08131,34622.08132
34622.08111,34622.17011
34622.08101,34622.17011
34622.08102,34622.08353
34622.07672,34622.08353
34616.07702,34616.07703
34616.07703,34650.00351
34650.00342,34650.15911
34650.00331,34650.00342
34650.00291,34650.00302
34650.00283,34650.17231
34631.07181,34650.17231
34631.07182,34631.07183
34631.07072,34631.07182
34631.06101,34631.07073
34631.06353,34631.06882
34631.06353,34631.06891
34631.06891,34631.06892
34631.06892,34631.06893
34631.06893,34631.06901
34631.06901,34631.06902
34631.06902,34631.06903
34631.06362,34631.06903
34631.06361,34631.06362
34631.06361,34631.06363
34602.06921,34631.06363
34602.06921,34602.06931
34602.06931,34602.06932
34602.06932,34602.06941
34602.06941,34602.06942
34602.06942,34602.06951
34602.06951,34602.06952
34602.06952,34602.06971
34602.06971,34602.06973
34602.06973,34602.07011
34602.07011,34602.07012
34602.07012,34602.07041
34602.07041,34602.07043
34602.07043,34602.38531
34602.38531,34602.38533
34602.18463,34602.38531
2963.15561,34602.18463
2963.15561,2963.15562
2963.15551,2963.15562
2963.15551,2963.15553
2963.15553,2963.17343
2963.15521,2963.17343
2963.15521,2963.15522
2963.15522,2963.15523
2963.15523,2963.16061
2963.16061,2963.16063
2963.15343,2963.16063
2963.15343,2963.15982
2963.15982,2963.18111
2963.15451,2963.18111
2963.15451,2963.15453
2963.15311,2963.15453
2963.15181,2963.15311
2963.15181,2963.15313
2963.15291,2963.15313
2963.15291,2963.15503
2963.15181,2963.15503
2963.15181,2963.15291
2963.15272,2963.15291
2963.15291,2963.15293
2954.12051,2963.15293
2954.12051,2954.12053
2954.10641,2954.12053
2954.10641,2954.12762
2954.10283,2954.12762
2954.10283,2954.10451
2954.10451,2954.12131
2954.10191,2954.12131
2954.10191,2954.10193
2954.10193,2954.12781
2954.12781,2954.12783
2954.10162,2954.12783
2954.10162,2954.10702
2954.10161,2954.10162
2954.10161,2954.20032
2950.12691,2954.20032
2950.12691,2950.20013
2950.20013,2950.20051
2950.20051,2950.20052
2950.20052,2950.20053
2950.20041,2950.20053
2950.20041,2950.24512
2950.24512,2950.24513
2950.20043,2950.24513
2950.20043,46157.18932
46157.18932,46157.20071
46157.20061,46157.20071
46157.20063,46157.20071
46157.20071,46157.20073
46157.20072,46157.20073
46157.20072,46157.50331
46157.20072,46157.50581
46157.50571,46157.50581
46157.50581,46157.50582
46157.50332,46157.50582
46157.50332,46157.50571
46157.50571,46157.50572
46157.50021,46157.50572
46157.50021,46157.50023
46157.50023,46157.50092
46157.50023,46164.50011
46164.50011,46164.50481
46164.50481,46164.50482
46164.50011,46164.50482
46164.50011,46164.50013
46164.50013,46164.60522
46164.60152,46164.60522
46164.60152,46164.60153
46164.60112,46164.60153
46164.60112,46164.60223
46155.64011,46164.60223
46155.61612,46155.64013
46155.60371,46155.61561
46155.61132,46155.61133
46155.40081,46155.41662
46155.41662,46155.60013
46155.60013,46155.60133
46155.60133,46155.61131
46155.40012,46155.61131
46155.40011,46162.40651
46155.60033,46162.40651
46155.40011,46155.61583
46155.60031,46155.61583
46155.60033,46155.61583
46155.40012,46155.40013
46155.40031,46155.40032
46155.40031,46155.41663
46155.40031,46155.40033
46155.40032,46155.41663
46155.40031,46155.41661
46155.40012,46155.41661
46155.41661,46155.61131
46155.40081,46155.40082
46155.40082,46155.40083
46155.40081,46155.42591
46155.40103,46155.42591
46155.40101,46155.42591
46155.40101,46155.60133
46155.40103,46155.42592
46155.40081,46155.40103
46155.40081,46155.41743
46155.41743,46162.40091
46155.41741,46155.41743
46155.40081,46155.41741
46155.40033,46155.40083
46155.40033,46162.41622
46162.40052,46162.41622
46162.40052,46162.40062
46162.40062,46162.41622
46155.41663,46162.40062
46155.40033,46155.41663
46155.40083,46155.41663
46155.41663,46162.40653
46162.40653,46162.41621
46162.40062,46162.40653
46162.40062,46162.41621
46162.40052,46162.41621
