cellId,areaId,lat,lon
452.42371,452,51.93107,0.2244
701.40792,701,42.35498,-73.42246
701.40793,701,42.36588,-73.4412
701.41362,701,42.37578,-73.46228
701.41363,701,42.39381,-73.49714
701.43001,701,42.28281,-73.87367
701.43541,701,42.34253,-73.85693
701.43542,701,42.30868,-73.86944
701.60431,701,42.46135,-73.81007
701.60432,701,42.43574,-73.80685
701.60442,701,42.53625,-73.77601
701.60453,701,42.56065,-73.7868
701.60471,701,42.5086,-73.7931
701.60472,701,42.48363,-73.80382
701.60481,701,42.39452,-73.82572
701.60482,701,42.37836,-73.8296
701.60483,701,42.35992,-73.84845
701.60752,701,42.52971,-73.69175
701.60762,701,42.48304,-73.6615
701.60763,701,42.4887,-73.70599
701.60771,701,42.45255,-73.57718
701.60772,701,42.4708,-73.61264
701.60781,701,42.40717,-73.52577
701.60782,701,42.3818,-73.55686
701.60783,701,42.42548,-73.55174
701.61101,701,42.26468,-73.74902
2000.27459,2000,0,0
2400.24301,2400,0,0
2400.24432,2400,0,0
2431.06262,2431,0,0
2431.06263,2431,0,0
2431.06331,2431,0,0
2431.06333,2431,0,0
2431.06371,2431,0,0
2431.06372,2431,0,0
2431.06381,2431,0,0
2431.06382,2431,0,0
2431.06383,2431,0,0
2431.06391,2431,0,0
2431.06392,2431,0,0
2431.06401,2431,0,0
2431.06402,2431,0,0
2431.06411,2431,0,0
2431.06412,2431,0,0
2431.06421,2431,0,0
2431.06422,2431,0,0
2431.06432,2431,0,0
2431.06661,2431,0,0
2431.06662,2431,0,0
2431.06663,2431,0,0
2431.06671,2431,0,0
2431.06672,2431,0,0
2431.06673,2431,0,0
2431.06761,2431,0,0
2431.06792,2431,0,0
2431.06793,2431,0,0
2431.08013,2431,0,0
2431.08111,2431,0,0
2433.03981,2433,33.16162,-84.03815
2433.03982,2433,33.14285,-84.02536
2433.03983,2433,33.18619,-84.05422
2433.04951,2433,33.17706,-84.04734
2433.04952,2433,33.19225,-84.0591
2433.04953,2433,33.21924,-84.06988
2433.06011,2433,0,0
2433.06012,2433,33.11906,-84.00659
2433.06021,2433,33.03056,-83.9151
2433.06022,2433,33.06259,-83.96568
2433.06032,2433,33.00305,-83.86524
2433.06033,2433,33.02267,-83.90023
2433.06041,2433,32.9504,-83.80792
2433.06042,2433,32.97792,-83.8319
2433.06051,2433,32.85898,-83.75004
2433.06052,2433,32.88237,-83.7719
